artist,album_name,album_uri,track,trackuri,release_date,id,song_uri,track_href,analysis_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Codiciado,Vamos Aclarando Muchas Cosas (En Vivo),spotify:album:1QNDerf7aumb5oLkEbvqVJ,Vamos Aclarando Muchas Cosas - En Vivo,spotify:track:2LYeGSaYKRYwgz4lvnG6mL,9/2/2022,1uTHr7ij3eiDdUXvQfA5au,spotify:track:1uTHr7ij3eiDdUXvQfA5au,https://api.spotify.com/v1/tracks/1uTHr7ij3eiDdUXvQfA5au,https://api.spotify.com/v1/audio-analysis/1uTHr7ij3eiDdUXvQfA5au,0.659,0.794,5,-4.379,0,0.0381,0.349,3.91e-06,0.168,0.776,123.801,185339,4
Conjunto Rienda Real,Sobran Motivos,spotify:album:3UX8li2vzG8IcjtPQ11dGt,Sobran Motivos,spotify:track:1uTHr7ij3eiDdUXvQfA5au,2/10/2023,29vIEdxgMT9H1fnBMecWjA,spotify:track:29vIEdxgMT9H1fnBMecWjA,https://api.spotify.com/v1/tracks/29vIEdxgMT9H1fnBMecWjA,https://api.spotify.com/v1/audio-analysis/29vIEdxgMT9H1fnBMecWjA,0.702,0.836,8,-3.599,1,0.0658,0.204,0,0.0698,0.63,117.897,164387,4
Julión Álvarez y su Norteño Banda,PRESENTE,spotify:album:0JoUcdNtc8iAKHGFj7Ppf9,Lo Tienes Todo,spotify:track:29vIEdxgMT9H1fnBMecWjA,11/17/2023,3PKN5j2dKkzsLbrpcdyzLX,spotify:track:3PKN5j2dKkzsLbrpcdyzLX,https://api.spotify.com/v1/tracks/3PKN5j2dKkzsLbrpcdyzLX,https://api.spotify.com/v1/audio-analysis/3PKN5j2dKkzsLbrpcdyzLX,0.824,0.636,9,-6.677,0,0.294,0.031,1.19e-06,0.0979,0.672,174.072,151595,4
Peso Pluma,Sentosa,spotify:album:71uful9xpvujTHKTS16Ykc,Sentosa,spotify:track:3PKN5j2dKkzsLbrpcdyzLX,5/13/2022,68cUJFq7aAbgeurngTmngL,spotify:track:68cUJFq7aAbgeurngTmngL,https://api.spotify.com/v1/tracks/68cUJFq7aAbgeurngTmngL,https://api.spotify.com/v1/audio-analysis/68cUJFq7aAbgeurngTmngL,0.548,0.591,7,-7.888,1,0.0592,0.399,8.21e-06,0.174,0.383,83.411,208899,3
Junior H,$AD BOYZ 4 LIFE II,spotify:album:7Lv6VzSqIz1sAssK2JUskG,$AD BOYZ II,spotify:track:68cUJFq7aAbgeurngTmngL,10/5/2023,3CEq25wswQlcpZwuBy0ZU8,spotify:track:3CEq25wswQlcpZwuBy0ZU8,https://api.spotify.com/v1/tracks/3CEq25wswQlcpZwuBy0ZU8,https://api.spotify.com/v1/audio-analysis/3CEq25wswQlcpZwuBy0ZU8,0.91,0.485,8,-6.499,1,0.315,0.526,0,0.14,0.392,100.004,155016,4
MoneySign Suede,BACK TO THE BAG,spotify:album:0Jgd4OepFYqWrCegjNVmhK,BACK TO THE BAG,spotify:track:3CEq25wswQlcpZwuBy0ZU8,9/18/2020,1goCHDPWXm9SJ1B04czejH,spotify:track:1goCHDPWXm9SJ1B04czejH,https://api.spotify.com/v1/tracks/1goCHDPWXm9SJ1B04czejH,https://api.spotify.com/v1/audio-analysis/1goCHDPWXm9SJ1B04czejH,0.731,0.555,1,-7.081,1,0.111,0.0472,0,0.369,0.377,97.966,144000,4
MoneySign Suede,Lotta Cash,spotify:album:34O6YH7aVuHHxFAOBjUcpT,Lotta Cash,spotify:track:1goCHDPWXm9SJ1B04czejH,12/14/2023,5NCBP3ivrIDcHEtzHSW3k0,spotify:track:5NCBP3ivrIDcHEtzHSW3k0,https://api.spotify.com/v1/tracks/5NCBP3ivrIDcHEtzHSW3k0,https://api.spotify.com/v1/audio-analysis/5NCBP3ivrIDcHEtzHSW3k0,0.73,0.702,10,-4.582,0,0.0337,0.329,0,0.119,0.868,102.304,142911,3
Natanael Cano,Corridos Tumbados,spotify:album:0Pr7tJefVMQCh8hy1n8OLr,El Drip,spotify:track:5NCBP3ivrIDcHEtzHSW3k0,10/31/2019,1RGlfmdvcfatN0ZLOmzanS,spotify:track:1RGlfmdvcfatN0ZLOmzanS,https://api.spotify.com/v1/tracks/1RGlfmdvcfatN0ZLOmzanS,https://api.spotify.com/v1/audio-analysis/1RGlfmdvcfatN0ZLOmzanS,0.571,0.567,8,-6.873,1,0.0994,0.431,0,0.129,0.967,165.332,196500,3
Junior H,El Hijo Mayor,spotify:album:5uNnU1f0N66Xkll4wRnjXL,El Hijo Mayor,spotify:track:1RGlfmdvcfatN0ZLOmzanS,5/20/2022,6BoZarj6suBBrsAbhVTnXh,spotify:track:6BoZarj6suBBrsAbhVTnXh,https://api.spotify.com/v1/tracks/6BoZarj6suBBrsAbhVTnXh,https://api.spotify.com/v1/audio-analysis/6BoZarj6suBBrsAbhVTnXh,0.883,0.448,1,-11.445,1,0.207,0.00145,5.28e-05,0.143,0.117,97.991,139592,4
MoneySign Suede,Red on My Mind,spotify:album:6qyXVrHMjCrTNBPghHJZiW,Red on My Mind,spotify:track:6BoZarj6suBBrsAbhVTnXh,12/14/2022,45aj4zN94qRcfV1WICIjkK,spotify:track:45aj4zN94qRcfV1WICIjkK,https://api.spotify.com/v1/tracks/45aj4zN94qRcfV1WICIjkK,https://api.spotify.com/v1/audio-analysis/45aj4zN94qRcfV1WICIjkK,0.735,0.52,1,-9.359,1,0.142,0.522,0,0.109,0.242,124.092,125837,4
MoneySign Suede,Different Now,spotify:album:0j1oQ59bbT9EpOQDfHeIqI,Different Now,spotify:track:45aj4zN94qRcfV1WICIjkK,11/1/2023,2EdzaalW7m9tbE183AtNFC,spotify:track:2EdzaalW7m9tbE183AtNFC,https://api.spotify.com/v1/tracks/2EdzaalW7m9tbE183AtNFC,https://api.spotify.com/v1/audio-analysis/2EdzaalW7m9tbE183AtNFC,0.819,0.488,11,-9.485,0,0.271,0.738,0,0.601,0.709,100.055,117833,4
MoneySign Suede,Moneysign Suede,spotify:album:5PtCXycY9LrvdDeXWioM9o,I’m Back,spotify:track:2EdzaalW7m9tbE183AtNFC,3/21/2022,65uo5rqeoc0oxqJJ0I52Yb,spotify:track:65uo5rqeoc0oxqJJ0I52Yb,https://api.spotify.com/v1/tracks/65uo5rqeoc0oxqJJ0I52Yb,https://api.spotify.com/v1/audio-analysis/65uo5rqeoc0oxqJJ0I52Yb,0.763,0.676,1,-5.675,1,0.196,0.734,0,0.109,0.223,103.044,130484,4
MoneySign Suede,Moneysign Suede,spotify:album:5PtCXycY9LrvdDeXWioM9o,Rewind,spotify:track:65uo5rqeoc0oxqJJ0I52Yb,3/21/2022,17js0w8GTkTUFGFM6PYvBd,spotify:track:17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/tracks/17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/audio-analysis/17js0w8GTkTUFGFM6PYvBd,0.758,0.812,4,-3.272,0,0.0854,0.188,0,0.0564,0.795,144.908,166821,4
Fuerza Regida,Pa Que Hablen,spotify:album:7idxAlo8GuUKWV7RhOlptp,Igualito a Mi Apá,spotify:track:17js0w8GTkTUFGFM6PYvBd,12/30/2022,3B0swL7Qil9bB7eKzBREBK,spotify:track:3B0swL7Qil9bB7eKzBREBK,https://api.spotify.com/v1/tracks/3B0swL7Qil9bB7eKzBREBK,https://api.spotify.com/v1/audio-analysis/3B0swL7Qil9bB7eKzBREBK,0.632,0.729,7,-3.066,1,0.112,0.414,0,0.0987,0.862,110.238,162676,3
Peso Pluma,GÉNESIS,spotify:album:4jox3ip1I39DFC2B7R5qLH,VVS,spotify:track:3B0swL7Qil9bB7eKzBREBK,6/29/2023,6YWME4xCa5Lm6X1exVMQIC,spotify:track:6YWME4xCa5Lm6X1exVMQIC,https://api.spotify.com/v1/tracks/6YWME4xCa5Lm6X1exVMQIC,https://api.spotify.com/v1/audio-analysis/6YWME4xCa5Lm6X1exVMQIC,0.69,0.597,9,-7.494,0,0.0395,0.311,4.18e-05,0.0727,0.453,185.084,238888,3
Peso Pluma,Por Las Noches,spotify:album:2Pksd4k88XH1QENsu2vqeZ,Por Las Noches,spotify:track:6YWME4xCa5Lm6X1exVMQIC,6/11/2021,0cNSq9T5l8gZnpY14rsTR2,spotify:track:0cNSq9T5l8gZnpY14rsTR2,https://api.spotify.com/v1/tracks/0cNSq9T5l8gZnpY14rsTR2,https://api.spotify.com/v1/audio-analysis/0cNSq9T5l8gZnpY14rsTR2,0.784,0.826,7,-6.34,0,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,184066,3
Peso Pluma,GÉNESIS,spotify:album:4jox3ip1I39DFC2B7R5qLH,PRC,spotify:track:0cNSq9T5l8gZnpY14rsTR2,6/29/2023,0FxtC8uFapbpDBliAU3sd6,spotify:track:0FxtC8uFapbpDBliAU3sd6,https://api.spotify.com/v1/tracks/0FxtC8uFapbpDBliAU3sd6,https://api.spotify.com/v1/audio-analysis/0FxtC8uFapbpDBliAU3sd6,0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,174943,3
Natanael Cano,Nata Montana,spotify:album:507VZINfvVEAyrcPbJuOVU,AMG,spotify:track:0FxtC8uFapbpDBliAU3sd6,6/30/2023,2O223PoYCkIPSsE4cmnr9v,spotify:track:2O223PoYCkIPSsE4cmnr9v,https://api.spotify.com/v1/tracks/2O223PoYCkIPSsE4cmnr9v,https://api.spotify.com/v1/audio-analysis/2O223PoYCkIPSsE4cmnr9v,0.787,0.858,5,-4.969,0,0.0555,0.263,0,0.103,0.964,125.093,157252,3
Fuerza Regida,Pa las Baby's Y Belikeada,spotify:album:3zu0hJJew2qXZNlselIQk8,TQM,spotify:track:2O223PoYCkIPSsE4cmnr9v,10/20/2023,3gfSH9aYZbyGjdmbeoWliw,spotify:track:3gfSH9aYZbyGjdmbeoWliw,https://api.spotify.com/v1/tracks/3gfSH9aYZbyGjdmbeoWliw,https://api.spotify.com/v1/audio-analysis/3gfSH9aYZbyGjdmbeoWliw,0.774,0.748,0,-7.086,1,0.0352,0.331,0.0057,0.126,0.714,135.929,186828,3
Peso Pluma,Siempre Pendientes,spotify:album:3ri7jQpYUr63gKKyoihGCN,Siempre Pendientes,spotify:track:3gfSH9aYZbyGjdmbeoWliw,8/15/2022,3HOKxuTDmNVmIlCIpBiD8m,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,231247,3
Peso Pluma,GÉNESIS,spotify:album:4jox3ip1I39DFC2B7R5qLH,LAGUNAS,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,6/29/2023,0SMbxLlGovpNx28pXWf7zr,spotify:track:0SMbxLlGovpNx28pXWf7zr,https://api.spotify.com/v1/tracks/0SMbxLlGovpNx28pXWf7zr,https://api.spotify.com/v1/audio-analysis/0SMbxLlGovpNx28pXWf7zr,0.469,0.626,3,-9.054,1,0.186,0.488,0.791,0.119,0.489,85.578,67474,4
mrtajy,Unstopmeomeo,spotify:album:67OmKcVxROTzqFDOSVfaJy,Unstopmeomeo,spotify:track:0SMbxLlGovpNx28pXWf7zr,12/10/2023,0RjG5JmdOWXAR68dGlKBA5,spotify:track:0RjG5JmdOWXAR68dGlKBA5,https://api.spotify.com/v1/tracks/0RjG5JmdOWXAR68dGlKBA5,https://api.spotify.com/v1/audio-analysis/0RjG5JmdOWXAR68dGlKBA5,0.547,0.287,6,-12.28,1,0.149,0.514,0.774,0.119,0.177,120.792,112960,4
Tally Hall,Marvin's Marvelous Mechanical Museum,spotify:album:2TN3NIEBmAOGWmvP96DFs5,Hidden In the Sand,spotify:track:0RjG5JmdOWXAR68dGlKBA5,10/24/2005,7jay75cMfpEIyIkkvmemYr,spotify:track:7jay75cMfpEIyIkkvmemYr,https://api.spotify.com/v1/tracks/7jay75cMfpEIyIkkvmemYr,https://api.spotify.com/v1/audio-analysis/7jay75cMfpEIyIkkvmemYr,0.518,0.899,1,-4.148,0,0.0384,0.0383,0.903,0.106,0.912,145.04,246231,4
Her's,Songs of Her's,spotify:album:03gwRG5IvkStFnjPmgjElw,Dorothy,spotify:track:7jay75cMfpEIyIkkvmemYr,5/12/2017,3kB6mhLHqvKjcIEoy9DqiE,spotify:track:3kB6mhLHqvKjcIEoy9DqiE,https://api.spotify.com/v1/tracks/3kB6mhLHqvKjcIEoy9DqiE,https://api.spotify.com/v1/audio-analysis/3kB6mhLHqvKjcIEoy9DqiE,0.64,0.788,5,-7.867,1,0.0473,0.884,0.677,0.384,0.65,125.054,134442,4
Pity Party (Girls Club),"""Healing Process"" Singles",spotify:album:0RXGnnAGB3ZBRFpZkISe4T,Yellow,spotify:track:3kB6mhLHqvKjcIEoy9DqiE,12/25/2017,3GPUHAJ9xvGGmikefENhgi,spotify:track:3GPUHAJ9xvGGmikefENhgi,https://api.spotify.com/v1/tracks/3GPUHAJ9xvGGmikefENhgi,https://api.spotify.com/v1/audio-analysis/3GPUHAJ9xvGGmikefENhgi,0.482,0.542,1,-10.928,0,0.0365,0.0211,1.29e-06,0.105,0.744,146.099,186986,4
The Long Faces,Jane!,spotify:album:36bUxxnUBrfWb8I4eGntxF,Jane!,spotify:track:3GPUHAJ9xvGGmikefENhgi,7/3/2018,0sTlGEld0h8kIPZaKDYUf4,spotify:track:0sTlGEld0h8kIPZaKDYUf4,https://api.spotify.com/v1/tracks/0sTlGEld0h8kIPZaKDYUf4,https://api.spotify.com/v1/audio-analysis/0sTlGEld0h8kIPZaKDYUf4,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,195121,4
The Rare Occasions,Notion,spotify:album:4Uf8BVznefnd2xZm2nRFUx,Notion,spotify:track:0sTlGEld0h8kIPZaKDYUf4,12/2/2021,55XrFge2dEZwYzNl128DwN,spotify:track:55XrFge2dEZwYzNl128DwN,https://api.spotify.com/v1/tracks/55XrFge2dEZwYzNl128DwN,https://api.spotify.com/v1/audio-analysis/55XrFge2dEZwYzNl128DwN,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,120547,4
itssvd,Missing,spotify:album:23HhTqTaQNZ22OhnRtgrLu,Losing Interest,spotify:track:55XrFge2dEZwYzNl128DwN,2/12/2017,003vvx7Niy0yvhvHt4a68B,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,222973,4
The Killers,Hot Fuss,spotify:album:4piJq7R3gjUOxnYs6lDCTg,Mr. Brightside,spotify:track:003vvx7Niy0yvhvHt4a68B,2004,4dFVBDzzGnqvqYAw3g1mYo,spotify:track:4dFVBDzzGnqvqYAw3g1mYo,https://api.spotify.com/v1/tracks/4dFVBDzzGnqvqYAw3g1mYo,https://api.spotify.com/v1/audio-analysis/4dFVBDzzGnqvqYAw3g1mYo,0.475,0.556,0,-11.012,1,0.0306,0.313,0.672,0.244,0.812,80.069,54021,4
Steve Gabry,Sally Face: Strange Neighbors (Original Video Game Soundtrack),spotify:album:1BqwRWbcX9d83VF9pVo71M,Memories and Dreams,spotify:track:4dFVBDzzGnqvqYAw3g1mYo,8/16/2016,5imSIRUGtX4aeRRA81UakE,spotify:track:5imSIRUGtX4aeRRA81UakE,https://api.spotify.com/v1/tracks/5imSIRUGtX4aeRRA81UakE,https://api.spotify.com/v1/audio-analysis/5imSIRUGtX4aeRRA81UakE,0.544,0.415,4,-11.612,1,0.0343,0.842,0.858,0.0915,0.0662,160.036,156720,4
Title Fight,Hyperview,spotify:album:1xRsnyytuSTf1rIxWV8m2r,Murder Your Memory,spotify:track:5imSIRUGtX4aeRRA81UakE,2/3/2015,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
Coldplay,X&Y,spotify:album:4E7bV0pzG0LciBSWTszra6,Fix You,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,6/7/2005,2XwcKJW9Q0gaDIZzg0dKQt,spotify:track:2XwcKJW9Q0gaDIZzg0dKQt,https://api.spotify.com/v1/tracks/2XwcKJW9Q0gaDIZzg0dKQt,https://api.spotify.com/v1/audio-analysis/2XwcKJW9Q0gaDIZzg0dKQt,0.356,0.611,10,-5.71,1,0.0289,0.000183,0.867,0.127,0.272,170.073,157973,4
Alex G,Trick,spotify:album:3mUhfkEikAJjuvSDC1NEE4,Advice,spotify:track:2XwcKJW9Q0gaDIZzg0dKQt,11/5/2012,4PwWESSlTwzvw9B7bmtTLS,spotify:track:4PwWESSlTwzvw9B7bmtTLS,https://api.spotify.com/v1/tracks/4PwWESSlTwzvw9B7bmtTLS,https://api.spotify.com/v1/audio-analysis/4PwWESSlTwzvw9B7bmtTLS,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,202047,4
Adrianne Lenker,songs,spotify:album:2Qt8Z1LB3Fsrf6nhBNsvUJ,anything,spotify:track:4PwWESSlTwzvw9B7bmtTLS,10/23/2020,5ysFFsqJFcsX8Rez67j2tv,spotify:track:5ysFFsqJFcsX8Rez67j2tv,https://api.spotify.com/v1/tracks/5ysFFsqJFcsX8Rez67j2tv,https://api.spotify.com/v1/audio-analysis/5ysFFsqJFcsX8Rez67j2tv,0.41,0.174,3,-11.405,1,0.0328,0.767,0.00197,0.114,0.0694,105.292,153000,4
Gigi Perez,Sometimes (Backwood),spotify:album:3ERQUpVWleQpvEueo3KFgj,Sometimes (Backwood),spotify:track:5ysFFsqJFcsX8Rez67j2tv,2/15/2021,3HedB2EwVAj5MAx8xFE1ea,spotify:track:3HedB2EwVAj5MAx8xFE1ea,https://api.spotify.com/v1/tracks/3HedB2EwVAj5MAx8xFE1ea,https://api.spotify.com/v1/audio-analysis/3HedB2EwVAj5MAx8xFE1ea,0.763,0.383,10,-8.635,0,0.0275,0.237,0.00789,0.109,0.263,109.941,239120,4
Angus & Julia Stone,Down the Way,spotify:album:5W1E1tqlKUl7p6KuyCAhji,Big Jet Plane,spotify:track:3HedB2EwVAj5MAx8xFE1ea,3/15/2010,7D0RhFcb3CrfPuTJ0obrod,spotify:track:7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/tracks/7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/audio-analysis/7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3
Coldplay,Parachutes,spotify:album:6ZG5lRT77aJ3btmArcykra,Sparks,spotify:track:7D0RhFcb3CrfPuTJ0obrod,7/10/2000,0I1eFRytp4XRhLCjT6tZm7,spotify:track:0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/tracks/0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/audio-analysis/0I1eFRytp4XRhLCjT6tZm7,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3
Roar,I Can't Handle Change,spotify:album:42vd9Cgr89pjb0Jipvaj5d,I Can't Handle Change,spotify:track:0I1eFRytp4XRhLCjT6tZm7,3/14/2010,5KbTBSGUvgDg75gIVhUaAW,spotify:track:5KbTBSGUvgDg75gIVhUaAW,https://api.spotify.com/v1/tracks/5KbTBSGUvgDg75gIVhUaAW,https://api.spotify.com/v1/audio-analysis/5KbTBSGUvgDg75gIVhUaAW,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01,122339,4
Eyedress,Let's Skip to the Wedding,spotify:album:02U2T90QXPo4XaFUvYURaf,Jealous,spotify:track:5KbTBSGUvgDg75gIVhUaAW,8/7/2020,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
Foo Fighters,The Colour And The Shape,spotify:album:30ly6F6Xl0TKmyBCU50Khv,Everlong,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,5/20/1997,1NjzNt18LlNTuJYErYGvbQ,spotify:track:1NjzNt18LlNTuJYErYGvbQ,https://api.spotify.com/v1/tracks/1NjzNt18LlNTuJYErYGvbQ,https://api.spotify.com/v1/audio-analysis/1NjzNt18LlNTuJYErYGvbQ,0.504,0.58,1,-5.917,1,0.0279,0.0101,0.491,0.071,0.585,157.026,314391,4
Her's,Invitation to Her's,spotify:album:3w5PWzbOdhuHd2oTynfBJw,She Needs Him,spotify:track:1NjzNt18LlNTuJYErYGvbQ,8/24/2018,4w3R0GZ2rScJMKlgPJzHRq,spotify:track:4w3R0GZ2rScJMKlgPJzHRq,https://api.spotify.com/v1/tracks/4w3R0GZ2rScJMKlgPJzHRq,https://api.spotify.com/v1/audio-analysis/4w3R0GZ2rScJMKlgPJzHRq,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,272440,4
Rammstein,Mutter,spotify:album:7ikuEzL6xeAgu6yT6YVLy7,Sonne,spotify:track:4w3R0GZ2rScJMKlgPJzHRq,4/2/2001,10nyNJ6zNy2YVYLrcwLccB,spotify:track:10nyNJ6zNy2YVYLrcwLccB,https://api.spotify.com/v1/tracks/10nyNJ6zNy2YVYLrcwLccB,https://api.spotify.com/v1/audio-analysis/10nyNJ6zNy2YVYLrcwLccB,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120,4
Radiohead,OK Computer,spotify:album:6dVIqQ8qmQ5GBnJ9shOYGE,No Surprises,spotify:track:10nyNJ6zNy2YVYLrcwLccB,5/28/1997,6SZwj6cjc8JQbkrr8cbIUn,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/tracks/6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/audio-analysis/6SZwj6cjc8JQbkrr8cbIUn,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,185224,4
Jack Stauber,Pop Food,spotify:album:1RHa1VdX6lsLbeedgsV1cb,Oh Klahoma,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,3/25/2017,0wGbyS1tExQSwOYu6UceyE,spotify:track:0wGbyS1tExQSwOYu6UceyE,https://api.spotify.com/v1/tracks/0wGbyS1tExQSwOYu6UceyE,https://api.spotify.com/v1/audio-analysis/0wGbyS1tExQSwOYu6UceyE,0.721,0.692,7,-2.927,1,0.0414,0.000166,0.275,0.104,0.531,120.005,162042,4
ONIMXRU,SHADOW,spotify:album:4w0uRvtIjqipuoZ7ngqqcV,SHADOW,spotify:track:0wGbyS1tExQSwOYu6UceyE,7/29/2022,4GuZMzKXJSoWhwHUqRa0fm,spotify:track:4GuZMzKXJSoWhwHUqRa0fm,https://api.spotify.com/v1/tracks/4GuZMzKXJSoWhwHUqRa0fm,https://api.spotify.com/v1/audio-analysis/4GuZMzKXJSoWhwHUqRa0fm,0.423,0.332,6,-10.761,1,0.0288,0.474,0,0.0993,0.5,93.958,127973,4
TEMPOREX,Numbers,spotify:album:3D2CAIf1A9XlcLUigjsypL,Numbers,spotify:track:4GuZMzKXJSoWhwHUqRa0fm,5/16/2017,2t7RNUa8I8fbZAEAmZOkBl,spotify:track:2t7RNUa8I8fbZAEAmZOkBl,https://api.spotify.com/v1/tracks/2t7RNUa8I8fbZAEAmZOkBl,https://api.spotify.com/v1/audio-analysis/2t7RNUa8I8fbZAEAmZOkBl,0.572,0.514,3,-6.607,1,0.0254,0.942,0.814,0.415,0.442,82.841,220245,4
Jack Stauber's Micropop,Dinner Is Not Over / There's Something Happening / Keyman / Cupid,spotify:album:5fj1GdFNLbru8pCOqNmLaK,Cupid,spotify:track:2t7RNUa8I8fbZAEAmZOkBl,2/7/2020,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4
Surf Curse,Freaks,spotify:album:5WjaIWthUR3AjA0UYG3jR5,Freaks,spotify:track:7EkWXAI1wn8Ii883ecd9xr,5/15/2021,1ONC00cKNdFgKiATMtcxEc,spotify:track:1ONC00cKNdFgKiATMtcxEc,https://api.spotify.com/v1/tracks/1ONC00cKNdFgKiATMtcxEc,https://api.spotify.com/v1/audio-analysis/1ONC00cKNdFgKiATMtcxEc,0.725,0.898,9,-5.204,0,0.0908,0.341,9.82e-06,0.281,0.97,145.985,224853,4
That Handsome Devil,"The Heart Goes to Heaven, The Head Goes to Hell",spotify:album:19nAM8YpXFtHaAT9ZfTha4,Charlie's Inferno,spotify:track:1ONC00cKNdFgKiATMtcxEc,8/9/2011,39sDitIeCMrVX2QyXHY46t,spotify:track:39sDitIeCMrVX2QyXHY46t,https://api.spotify.com/v1/tracks/39sDitIeCMrVX2QyXHY46t,https://api.spotify.com/v1/audio-analysis/39sDitIeCMrVX2QyXHY46t,0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73,217000,4
TV Girl,Death of a Party Girl,spotify:album:5kFjYk3umY8Pu1lymIJLVy,Blue Hair,spotify:track:39sDitIeCMrVX2QyXHY46t,5/8/2018,5uGI2hG03LVWU0rrBirOw6,spotify:track:5uGI2hG03LVWU0rrBirOw6,https://api.spotify.com/v1/tracks/5uGI2hG03LVWU0rrBirOw6,https://api.spotify.com/v1/audio-analysis/5uGI2hG03LVWU0rrBirOw6,0.49,0.411,2,-10.835,1,0.0303,0.0559,0.757,0.136,0.101,115.628,138267,4
Duster,Capsule Losing Contact,spotify:album:0PQKxvYXBokFo7oxsKmwXq,Orbitron,spotify:track:5uGI2hG03LVWU0rrBirOw6,3/22/2019,11k8KTbNeG9iabeNXMuwf0,spotify:track:11k8KTbNeG9iabeNXMuwf0,https://api.spotify.com/v1/tracks/11k8KTbNeG9iabeNXMuwf0,https://api.spotify.com/v1/audio-analysis/11k8KTbNeG9iabeNXMuwf0,0.51,0.739,2,-7.41,1,0.0415,0.00872,0,0.111,0.148,62.007,85360,4
Lil Peep,LIVE FOREVER,spotify:album:0xwtJXyI8H5fxIGVPvfYeI,nuts,spotify:track:11k8KTbNeG9iabeNXMuwf0,12/2/2022,1N8TTK1Uoy7UvQNUazfUt5,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,https://api.spotify.com/v1/tracks/1N8TTK1Uoy7UvQNUazfUt5,https://api.spotify.com/v1/audio-analysis/1N8TTK1Uoy7UvQNUazfUt5,0.73,0.785,8,-6.512,1,0.0554,0.0464,0.0216,0.111,0.649,94.094,147875,4
